导出时间,实时压力P1,瞬时流量M1,瞬时流量M2,温度T_R,压力P2_R,时间
2026/7/11 16:10,0.365028,0,0,30.084095,0.320891,198.4
2026/7/11 16:10,0.365021,0,0,30.093136,0.320891,198.6
2026/7/11 16:10,0.365015,0,0,30.084095,0.320891,198.8
2026/7/11 16:10,0.365015,0,0,30.084095,0.320891,199
2026/7/11 16:10,0.365011,0,0,30.084095,0.320891,199.2
2026/7/11 16:10,0.365008,0,0,30.160955,0.320891,199.4
2026/7/11 16:10,0.365008,0,0,30.084095,0.320891,199.6
2026/7/11 16:10,0.365005,0,0,30.084095,0.320891,199.8
2026/7/11 16:10,0.364995,0,0,30.084095,0.320891,200
2026/7/11 16:10,0.364995,0,0,30.084095,0.324653,200.2
2026/7/11 16:10,0.364995,0,0,30.084095,0.333261,200.4
2026/7/11 16:10,0.364991,0,0,30.084095,0.33572,200.6
2026/7/11 16:10,0.364991,0,0,30.084095,0.33572,200.8
2026/7/11 16:10,0.364981,0,0,30.084095,0.33572,201
2026/7/11 16:10,0.364984,0,0,30.084095,0.338035,201.2
2026/7/11 16:10,0.364981,0,0,30.084095,0.33818,201.4
2026/7/11 16:10,0.364978,0,0,30.084095,0.33818,201.6
2026/7/11 16:10,0.364974,0,0,30.075052,0.33941,201.8
2026/7/11 16:10,0.364974,0,0,30.084095,0.338469,202
2026/7/11 16:10,0.364968,0,0,30.084095,0.340422,202.2
2026/7/11 16:10,0.364964,0,0,30.084095,0.340639,202.4
2026/7/11 16:10,0.364964,0,0,30.084095,0.340639,202.6
2026/7/11 16:10,0.364964,0,0,30.197126,0.341146,202.8
2026/7/11 16:10,0.364961,0,0,30.084095,0.341942,203
2026/7/11 16:10,0.364954,0,0,30.084095,0.342086,203.2
2026/7/11 16:10,0.364954,0,0,30.084095,0.342954,203.4
2026/7/11 16:10,0.364944,0,0,30.084095,0.343171,203.6
2026/7/11 16:10,0.364944,0,0,30.084095,0.343171,203.8
2026/7/11 16:10,0.364937,0,0,30.084095,0.343171,204
2026/7/11 16:10,0.364937,0,0,30.102179,0.343171,204.2
2026/7/11 16:10,0.364937,0,0,30.237814,0.343244,204.4
2026/7/11 16:10,0.364931,0,0,30.237814,0.345197,204.6
2026/7/11 16:10,0.364924,0,0,30.120266,0.343316,204.8
2026/7/11 16:10,0.36492,0,0,30.237814,0.345631,205
2026/7/11 16:10,0.364924,0,0,30.237814,0.345631,205.2
2026/7/11 16:10,0.36492,0,0,30.120266,0.345631,205.4
2026/7/11 16:10,0.364917,0,0,30.237814,0.345631,205.6
2026/7/11 16:10,0.364914,0,0,30.206167,0.346209,205.8
2026/7/11 16:10,0.364907,0,0,30.237814,0.345631,206
2026/7/11 16:10,0.364904,0,0,30.237814,0.345631,206.2
2026/7/11 16:10,0.3649,0,0,30.224251,0.347584,206.4
2026/7/11 16:10,0.364897,0,0,30.237814,0.347946,206.6
2026/7/11 16:10,0.3649,0,0,30.237814,0.347656,206.8
2026/7/11 16:10,0.364897,0,0,30.120266,0.34809,207
2026/7/11 16:10,0.36489,0,0,30.160955,0.347656,207.2
2026/7/11 16:10,0.364887,0,0,30.237814,0.34809,207.4
2026/7/11 16:10,0.364887,0,0,30.088615,0.34809,207.6
2026/7/11 16:10,0.364883,0,0,30.237814,0.34809,207.8
2026/7/11 16:10,0.36488,0,0,30.233294,0.34809,208
2026/7/11 16:10,0.36488,0,0,30.120266,0.34809,208.2
2026/7/11 16:10,0.36487,0,0,30.237814,0.34809,208.4
2026/7/11 16:10,0.364867,0,0,30.237814,0.339844,208.6
2026/7/11 16:10,0.364867,0,0,30.179039,0.340422,208.8
2026/7/11 16:10,0.364867,0,0,30.237814,0.33818,209
2026/7/11 16:10,0.364867,0,0,30.201647,0.33818,209.2
2026/7/11 16:10,0.364857,0,0,30.120266,0.336299,209.4
2026/7/11 16:10,0.364853,0,0,30.237814,0.335865,209.6
2026/7/11 16:10,0.364853,0,0,30.21069,0.33572,209.8
2026/7/11 16:10,0.36485,0,0,30.102179,0.33572,210
2026/7/11 16:10,0.36485,0,0,30.237814,0.33572,210.2
2026/7/11 16:10,0.364843,0,0,30.237814,0.333261,210.4
2026/7/11 16:10,0.364846,0,0,30.237814,0.333261,210.6
2026/7/11 16:10,0.364836,0,0,30.237814,0.333261,210.8
2026/7/11 16:10,0.364836,0,0,30.169996,0.333261,211
2026/7/11 16:10,0.364836,0,0,30.237814,0.333261,211.2
2026/7/11 16:10,0.36483,0,0,30.228773,0.333261,211.4
2026/7/11 16:10,0.364826,0,0,30.237814,0.331525,211.6
2026/7/11 16:10,0.364819,0,0,30.160955,0.330946,211.8
2026/7/11 16:10,0.364823,0,0,30.228773,0.330802,212
2026/7/11 16:10,0.364819,0,0,30.169996,0.330802,212.2
2026/7/11 16:10,0.364813,0,0,30.237814,0.330802,212.4
2026/7/11 16:10,0.364819,0,0,30.233294,0.330802,212.6
2026/7/11 16:10,0.364809,0,0,30.179039,0.331453,212.8
2026/7/11 16:10,0.364803,0,0,30.237814,0.330802,213
2026/7/11 16:10,0.364796,0,0,30.224251,0.330802,213.2
2026/7/11 16:10,0.364799,0,0,30.102179,0.330802,213.4
2026/7/11 16:10,0.364793,0,0,30.237814,0.330802,213.6
2026/7/11 16:10,0.364796,0,0,30.206167,0.330802,213.8
2026/7/11 16:10,0.364793,0,0,30.120266,0.330802,214
2026/7/11 16:10,0.364789,0,0,30.237814,0.330802,214.2
2026/7/11 16:10,0.364782,0,0,30.165476,0.330802,214.4
2026/7/11 16:10,0.364782,0,0,30.237814,0.330802,214.6
2026/7/11 16:10,0.364779,0,0,30.233294,0.330802,214.8
2026/7/11 16:10,0.364779,0,0,30.21973,0.330802,215
2026/7/11 16:10,0.364772,0,0,30.160955,0.330802,215.2
2026/7/11 16:10,0.364772,0,0,30.237814,0.330802,215.4
2026/7/11 16:10,0.364762,0,0,30.237814,0.330802,215.6
2026/7/11 16:10,0.364762,0,0,30.237814,0.330802,215.8
2026/7/11 16:10,0.364766,0,0,30.237814,0.330802,216
2026/7/11 16:10,0.364759,0,0,30.169996,0.330802,216.2
2026/7/11 16:10,0.364759,0,0,30.237814,0.330802,216.4
2026/7/11 16:10,0.364756,0,0,30.228773,0.330802,216.6
2026/7/11 16:10,0.364756,0,0,30.179039,0.330802,216.8
2026/7/11 16:10,0.364749,0,0,30.237814,0.330802,217
2026/7/11 16:10,0.364745,0,0,30.21973,0.330802,217.2
2026/7/11 16:10,0.364742,0,0,30.179039,0.330802,217.4
2026/7/11 16:10,0.364742,0,0,30.237814,0.330802,217.6
2026/7/11 16:10,0.364735,0,0,30.228773,0.330802,217.8
2026/7/11 16:10,0.364739,0,0,30.237814,0.330802,218
2026/7/11 16:10,0.364732,0,0,30.237814,0.330802,218.2
2026/7/11 16:10,0.364729,0,0,30.224251,0.330802,218.4
2026/7/11 16:10,0.364729,0,0,30.120266,0.330802,218.6
2026/7/11 16:10,0.364725,0,0,30.237814,0.330802,218.8
2026/7/11 16:10,0.364718,0,0,30.237814,0.330802,219
2026/7/11 16:10,0.364718,0,0,30.179039,0.329572,219.2
2026/7/11 16:10,0.364715,0,0,30.233294,0.330802,219.4
2026/7/11 16:10,0.364708,0,0,30.206167,0.330802,219.6
2026/7/11 16:10,0.364708,0,0,30.237814,0.330802,219.8
2026/7/11 16:10,0.364702,0,0,30.233294,0.330802,220
2026/7/11 16:10,0.364712,0,0,30.21069,0.330802,220.2
2026/7/11 16:10,0.364702,0,0,30.237814,0.330802,220.4
2026/7/11 16:10,0.364698,0,0,30.237814,0.330729,220.6
2026/7/11 16:10,0.364702,0,0,30.179039,0.330657,220.8
2026/7/11 16:10,0.364695,0,0,30.237814,0.328921,221
2026/7/11 16:10,0.364688,0,0,30.237814,0.330802,221.2
2026/7/11 16:10,0.364685,0,0,30.120266,0.330295,221.4
2026/7/11 16:10,0.364681,0,0,30.237814,0.330802,221.6
2026/7/11 16:10,0.364681,0,0,30.237814,0.330729,221.8
2026/7/11 16:10,0.364678,0,0,30.120266,0.328414,222
2026/7/11 16:10,0.364681,0,0,30.237814,0.330802,222.2
2026/7/11 16:10,0.364675,0,0,30.224251,0.328921,222.4
2026/7/11 16:10,0.364668,0,0,30.237814,0.329716,222.6
2026/7/11 16:10,0.364668,0,0,30.237814,0.329138,222.8
2026/7/11 16:10,0.364665,0,0,30.21973,0.328921,223
2026/7/11 16:10,0.364665,0,0,30.237814,0.330802,223.2
2026/7/11 16:10,0.364661,0,0,30.237814,0.330802,223.4
2026/7/11 16:10,0.364655,0,0,30.228773,0.330802,223.6
2026/7/11 16:10,0.364655,0,0,30.120266,0.330729,223.8
2026/7/11 16:10,0.364655,0,0,30.237814,0.328342,224
2026/7/11 16:10,0.364651,0,0,30.106699,0.329282,224.2
2026/7/11 16:10,0.364648,0,0,30.160955,0.329355,224.4
2026/7/11 16:10,0.364641,0,0,30.237814,0.329499,224.6
2026/7/11 16:10,0.364638,0,0,30.093136,0.329499,224.8
2026/7/11 16:10,0.364634,0,0,30.237814,0.328776,225
2026/7/11 16:10,0.364624,0,0,30.237814,0.330223,225.2
2026/7/11 16:10,0.364621,0,0,30.237814,0.329572,225.4
2026/7/11 16:10,0.364624,0,0,30.237814,0.330295,225.6
2026/7/11 16:10,0.364624,0,0,30.228773,0.330802,225.8
2026/7/11 16:10,0.364617,0,0,30.165476,0.329427,226
2026/7/11 16:10,0.364614,0,0,30.237814,0.328921,226.2
2026/7/11 16:10,0.364614,0,0,30.233294,0.330223,226.4
2026/7/11 16:10,0.364604,0,0,30.237814,0.328487,226.6
2026/7/11 16:10,0.364604,0,0,30.237814,0.330223,226.8
2026/7/11 16:10,0.364607,0,0,30.233294,0.328704,227
2026/7/11 16:11,0.364601,0,0,30.21069,0.330657,227.2
2026/7/11 16:11,0.364604,0,0,30.237814,0.328921,227.4
2026/7/11 16:11,0.364594,0,0,30.233294,0.328342,227.6
2026/7/11 16:11,0.364601,0,0,30.237814,0.328342,227.8
2026/7/11 16:11,0.364587,0,0,30.237814,0.330512,228
2026/7/11 16:11,0.364587,0,0,30.237814,0.328631,228.2
2026/7/11 16:11,0.364584,0,0,30.160955,0.328342,228.4
2026/7/11 16:11,0.364584,0,0,30.237814,0.328848,228.6
2026/7/11 16:11,0.364574,0,0,30.233294,0.328993,228.8
2026/7/11 16:11,0.364577,0,0,30.179039,0.328342,229
2026/7/11 16:11,0.364574,0,0,30.237814,0.328342,229.2
2026/7/11 16:11,0.36457,0,0,30.233294,0.328342,229.4
2026/7/11 16:11,0.36457,0,0,30.179039,0.328342,229.6
2026/7/11 16:11,0.36457,0,0,30.237814,0.329065,229.8
2026/7/11 16:11,0.36456,0,0,30.233294,0.328414,230
2026/7/11 16:11,0.36456,0,0,30.179039,0.328993,230.2
2026/7/11 16:11,0.364554,0,0,30.120266,0.330223,230.4
2026/7/11 16:11,0.364554,0,0,30.233294,0.328414,230.6
2026/7/11 16:11,0.36455,0,0,30.237814,0.329572,230.8
2026/7/11 16:11,0.364547,0,0,30.237814,0.328342,231
2026/7/11 16:11,0.364554,0,0,30.237814,0.328342,231.2
2026/7/11 16:11,0.364543,0,0,30.120266,0.328342,231.4
2026/7/11 16:11,0.36454,0,0,30.237814,0.328342,231.6
2026/7/11 16:11,0.364537,0,0,30.233294,0.328342,231.8
2026/7/11 16:11,0.36453,0,0,30.21069,0.328342,232
2026/7/11 16:11,0.364533,0,0,30.237814,0.328342,232.2
2026/7/11 16:11,0.364533,0,0,30.237814,0.328342,232.4
2026/7/11 16:11,0.364527,0,0,30.093136,0.328342,232.6
2026/7/11 16:11,0.36452,0,0,30.237814,0.328342,232.8
2026/7/11 16:11,0.364523,0,0,30.237814,0.328342,233
2026/7/11 16:11,0.364517,0,0,30.237814,0.328342,233.2
2026/7/11 16:11,0.364517,0,0,30.160955,0.328342,233.4
2026/7/11 16:11,0.364513,0,0,30.228773,0.328342,233.6
2026/7/11 16:11,0.364503,0,0,30.093136,0.328342,233.8
2026/7/11 16:11,0.364506,0,0,30.237814,0.328342,234
2026/7/11 16:11,0.3645,0,0,30.233294,0.328342,234.2
2026/7/11 16:11,0.3645,0,0,30.237814,0.328342,234.4
2026/7/11 16:11,0.364496,0,0,30.237814,0.328342,234.6
2026/7/11 16:11,0.364496,0,0,30.237814,0.328342,234.8
2026/7/11 16:11,0.364493,0,0,30.093136,0.328342,235
2026/7/11 16:11,0.364496,0,0,30.237814,0.328342,235.2
2026/7/11 16:11,0.364496,0,0,30.237814,0.328342,235.4
2026/7/11 16:11,0.364483,0,0,30.224251,0.328342,235.6
2026/7/11 16:11,0.36449,0,0,30.237814,0.328342,235.8
2026/7/11 16:11,0.364479,0,0,30.237814,0.328342,236
2026/7/11 16:11,0.364476,0,0,30.237814,0.328342,236.2
2026/7/11 16:11,0.364473,0,0,30.237814,0.328342,236.4
2026/7/11 16:11,0.364469,0,0,30.233294,0.328342,236.6
2026/7/11 16:11,0.364466,0,0,30.165476,0.328342,236.8
2026/7/11 16:11,0.364466,0,0,30.237814,0.328342,237
2026/7/11 16:11,0.364459,0,0,30.233294,0.328342,237.2
2026/7/11 16:11,0.364459,0,0,30.179039,0.328342,237.4
2026/7/11 16:11,0.364453,0,0,30.237814,0.328342,237.6
2026/7/11 16:11,0.364446,0,0,30.237814,0.328342,237.8
2026/7/11 16:11,0.364456,0,0,30.120266,0.328342,238
2026/7/11 16:11,0.364446,0,0,30.237814,0.328342,238.2
2026/7/11 16:11,0.364446,0,0,30.237814,0.328342,238.4
2026/7/11 16:11,0.333005,266,0,30.169996,0.32704,238.6
2026/7/11 16:11,0.333517,1337,0,30.160955,0.328342,238.8
2026/7/11 16:11,0.333214,2293,0,30.237814,0.328342,239
2026/7/11 16:11,0.333201,1147,0,30.093136,0.328342,239.2
2026/7/11 16:11,0.333167,467,0,30.237814,0.328342,239.4
2026/7/11 16:11,0.33313,156,0,30.237814,0.328342,239.6
2026/7/11 16:11,0.3331,81,0,30.120266,0.328342,239.8
2026/7/11 16:11,0.333089,31,0,30.160955,0.328342,240
2026/7/11 16:11,0.333069,24,0,30.21973,0.328342,240.2
2026/7/11 16:11,0.333052,21,0,30.088615,0.328342,240.4
2026/7/11 16:11,0.333036,20,0,30.237814,0.328342,240.6
2026/7/11 16:11,0.333026,16,0,30.206167,0.328342,240.8
2026/7/11 16:11,0.333009,14,0,30.160955,0.328342,241
2026/7/11 16:11,0.332992,12,0,30.237814,0.328342,241.2
2026/7/11 16:11,0.332972,10,0,30.237814,0.328342,241.4
2026/7/11 16:11,0.332962,9,0,30.160955,0.328342,241.6
2026/7/11 16:11,0.332941,7,0,30.237814,0.328342,241.8
2026/7/11 16:11,0.332941,6,0,30.233294,0.328342,242
2026/7/11 16:11,0.332911,5,0,30.237814,0.328342,242.2
2026/7/11 16:11,0.332911,5,0,30.237814,0.328342,242.4
2026/7/11 16:11,0.332884,4,0,30.21069,0.328342,242.6
2026/7/11 16:11,0.332881,4,0,30.179039,0.328342,242.8
2026/7/11 16:11,0.332854,3,0,30.237814,0.328342,243
2026/7/11 16:11,0.33285,3,0,30.21973,0.328342,243.2
2026/7/11 16:11,0.332824,2,0,30.179039,0.328342,243.4
2026/7/11 16:11,0.332813,2,0,30.237814,0.328342,243.6
2026/7/11 16:11,0.332803,2,0,30.228773,0.328342,243.8
2026/7/11 16:11,0.332787,2,0,30.160955,0.328342,244
2026/7/11 16:11,0.332773,2,0,30.237814,0.328342,244.2
2026/7/11 16:11,0.332756,1,0,30.224251,0.328342,244.4
2026/7/11 16:11,0.332746,1,0,30.160955,0.328342,244.6
2026/7/11 16:11,0.332736,1,0,30.237814,0.328342,244.8
2026/7/11 16:11,0.332719,1,0,30.224251,0.328342,245
2026/7/11 16:11,0.332712,1,0,30.179039,0.32827,245.2
2026/7/11 16:11,0.332692,1,0,30.237814,0.328342,245.4
2026/7/11 16:11,0.332682,1,0,30.21069,0.328342,245.6
2026/7/11 16:11,0.332675,1,0,30.160955,0.328342,245.8
2026/7/11 16:11,0.332659,1,0,30.233294,0.328342,246
2026/7/11 16:11,0.332638,1,0,30.237814,0.327763,246.2
2026/7/11 16:11,0.332632,1,0,30.237814,0.326461,246.4
2026/7/11 16:11,0.332622,1,0,30.237814,0.328342,246.6
2026/7/11 16:11,0.332601,1,0,30.169996,0.328125,246.8
2026/7/11 16:11,0.332585,1,0,30.237814,0.328342,247
2026/7/11 16:11,0.332581,0,0,30.237814,0.327329,247.2
2026/7/11 16:11,0.332558,0,0,30.237814,0.328342,247.4
2026/7/11 16:11,0.332547,0,0,30.237814,0.328342,247.6
2026/7/11 16:11,0.332534,0,0,30.233294,0.328342,247.8
2026/7/11 16:11,0.332524,0,0,30.224251,0.328197,248
2026/7/11 16:11,0.332507,1,0,30.160955,0.328342,248.2
2026/7/11 16:11,0.3325,0,0,30.228773,0.328342,248.4
2026/7/11 16:11,0.332484,0,0,30.165476,0.328342,248.6
2026/7/11 16:11,0.332473,0,0,30.160955,0.32827,248.8
2026/7/11 16:11,0.332457,0,0,30.233294,0.328342,249
2026/7/11 16:11,0.33244,0,0,30.169996,0.328342,249.2
2026/7/11 16:11,0.33243,0,0,30.237814,0.328342,249.4
2026/7/11 16:11,0.332423,0,0,30.233294,0.327402,249.6
2026/7/11 16:11,0.332406,0,0,30.237814,0.326534,249.8
2026/7/11 16:11,0.332396,0,0,30.160955,0.328342,250
2026/7/11 16:11,0.332383,0,0,30.228773,0.328342,250.2
2026/7/11 16:11,0.332369,0,0,30.165476,0.328342,250.4
2026/7/11 16:11,0.332359,0,0,30.237814,0.328342,250.6
2026/7/11 16:11,0.332342,0,0,30.233294,0.327908,250.8
2026/7/11 16:11,0.332332,0,0,30.237814,0.326895,251
2026/7/11 16:11,0.332319,0,0,30.237814,0.327329,251.2
2026/7/11 16:11,0.332308,0,0,30.233294,0.328342,251.4
2026/7/11 16:11,0.332295,0,0,30.165476,0.328342,251.6
2026/7/11 16:11,0.332282,0,0,30.237814,0.328197,251.8
2026/7/11 16:11,0.332275,0,0,30.237814,0.328197,252
2026/7/11 16:11,0.332258,0,0,30.237814,0.328342,252.2
2026/7/11 16:11,0.332244,0,0,30.237814,0.328342,252.4
2026/7/11 16:11,0.332238,0,0,30.237814,0.327402,252.6
2026/7/11 16:11,0.332218,0,0,30.102179,0.327836,252.8
2026/7/11 16:11,0.332211,0,0,30.237814,0.326461,253
2026/7/11 16:11,0.332201,0,0,30.237814,0.326461,253.2
2026/7/11 16:11,0.332191,0,0,30.160955,0.327112,253.4
2026/7/11 16:11,0.332177,0,0,30.237814,0.328342,253.6
2026/7/11 16:11,0.332167,0,0,30.233294,0.328053,253.8
2026/7/11 16:11,0.332154,0,0,30.237814,0.328342,254
2026/7/11 16:11,0.33214,0,0,30.237814,0.326172,254.2
2026/7/11 16:11,0.33213,0,0,30.237814,0.326172,254.4
2026/7/11 16:11,0.33212,0,0,30.120266,0.328125,254.6
2026/7/11 16:11,0.332113,0,0,30.237814,0.328342,254.8
2026/7/11 16:11,0.3321,0,0,30.21973,0.327402,255
2026/7/11 16:11,0.332083,0,0,30.102179,0.325955,255.2
2026/7/11 16:11,0.332069,0,0,30.237814,0.326461,255.4
2026/7/11 16:11,0.332069,0,0,30.21973,0.328125,255.6
2026/7/11 16:11,0.332049,0,0,30.237814,0.32827,255.8
2026/7/11 16:11,0.332039,0,0,30.237814,0.32827,256
2026/7/11 16:11,0.332032,0,0,30.21973,0.326027,256.2
2026/7/11 16:11,0.332009,0,0,30.179039,0.32704,256.4
2026/7/11 16:11,0.332005,0,0,30.237814,0.327185,256.6
2026/7/11 16:11,0.331989,0,0,30.228773,0.327329,256.8
2026/7/11 16:11,0.331985,0,0,30.102179,0.328342,257
2026/7/11 16:11,0.331968,0,0,30.237814,0.325883,257.2
2026/7/11 16:11,0.331962,0,0,30.088615,0.325955,257.4
2026/7/11 16:11,0.331945,0,0,30.160955,0.327112,257.6
2026/7/11 16:11,0.331941,0,0,30.237814,0.327402,257.8
2026/7/11 16:11,0.331925,0,0,30.206167,0.32827,258
2026/7/11 16:11,0.331911,0,0,30.120266,0.3261,258.2
2026/7/11 16:11,0.331904,0,0,30.237814,0.32704,258.4
2026/7/11 16:11,0.331891,0,0,30.228773,0.32827,258.6
2026/7/11 16:11,0.331884,0,0,30.237814,0.327402,258.8
2026/7/11 16:11,0.331867,0,0,30.233294,0.325883,259
2026/7/11 16:11,0.331864,0,0,30.237814,0.326027,259.2
2026/7/11 16:11,0.331851,0,0,30.120266,0.326172,259.4
2026/7/11 16:11,0.331837,0,0,30.237814,0.328342,259.6
2026/7/11 16:11,0.331827,0,0,30.160955,0.327329,259.8
2026/7/11 16:11,0.331817,0,0,30.237814,0.32827,260
2026/7/11 16:11,0.33181,0,0,30.233294,0.328342,260.2
2026/7/11 16:11,0.331797,0,0,30.165476,0.326534,260.4
2026/7/11 16:11,0.331783,0,0,30.237814,0.3261,260.6
2026/7/11 16:11,0.33177,0,0,30.233294,0.326027,260.8
2026/7/11 16:11,0.331756,0,0,30.237814,0.325883,261
2026/7/11 16:11,0.331756,0,0,30.237814,0.327112,261.2
2026/7/11 16:11,0.331739,0,0,30.21069,0.327763,261.4
2026/7/11 16:11,0.331733,0,0,30.165476,0.328053,261.6
2026/7/11 16:11,0.331719,0,0,30.237814,0.326534,261.8
2026/7/11 16:11,0.331706,0,0,30.237814,0.327112,262
2026/7/11 16:11,0.331696,0,0,30.179039,0.327836,262.2
2026/7/11 16:11,0.331689,0,0,30.237814,0.326317,262.4
2026/7/11 16:11,0.331679,0,0,30.237814,0.3261,262.6
2026/7/11 16:11,0.331665,0,0,30.21069,0.327763,262.8
2026/7/11 16:11,0.331665,0,0,30.237814,0.326244,263
2026/7/11 16:11,0.331649,0,0,30.237814,0.32704,263.2
2026/7/11 16:11,0.331632,0,0,30.093136,0.326461,263.4
2026/7/11 16:11,0.331628,0,0,30.237814,0.326172,263.6
2026/7/11 16:11,0.331625,0,0,30.228773,0.327185,263.8
2026/7/11 16:11,0.331608,0,0,30.133829,0.326027,264
2026/7/11 16:11,0.331595,0,0,30.237814,0.3261,264.2
2026/7/11 16:11,0.331585,0,0,30.237814,0.326317,264.4
2026/7/11 16:11,0.331578,0,0,30.120266,0.325883,264.6
2026/7/11 16:11,0.331564,0,0,30.160955,0.327112,264.8
2026/7/11 16:11,0.331558,0,0,30.228773,0.325955,265
2026/7/11 16:11,0.331548,0,0,30.169996,0.326027,265.2
2026/7/11 16:11,0.331534,0,0,30.237814,0.326534,265.4
2026/7/11 16:11,0.331524,0,0,30.228773,0.325883,265.6
2026/7/11 16:11,0.331517,0,0,30.179039,0.325883,265.8
2026/7/11 16:11,0.331511,0,0,30.237814,0.325883,266
2026/7/11 16:11,0.331497,0,0,30.206167,0.326389,266.2
2026/7/11 16:11,0.331494,0,0,30.21069,0.326534,266.4
2026/7/11 16:11,0.331474,0,0,30.237814,0.327112,266.6
2026/7/11 16:11,0.33147,0,0,30.228773,0.326534,266.8
2026/7/11 16:11,0.331457,0,0,30.120266,0.326027,267
2026/7/11 16:11,0.331443,0,0,30.237814,0.325883,267.2
2026/7/11 16:11,0.331433,0,0,30.224251,0.325883,267.4
2026/7/11 16:11,0.33143,0,0,30.120266,0.325883,267.6
2026/7/11 16:11,0.33142,0,0,30.237814,0.325883,267.8
2026/7/11 16:11,0.331406,0,0,30.237814,0.325955,268
2026/7/11 16:11,0.331403,0,0,30.120266,0.325883,268.2
2026/7/11 16:11,0.331393,0,0,30.237814,0.325883,268.4
2026/7/11 16:11,0.331379,0,0,30.237814,0.325883,268.6
2026/7/11 16:11,0.331369,0,0,30.120266,0.325883,268.8
2026/7/11 16:11,0.331362,0,0,30.237814,0.326172,269
2026/7/11 16:11,0.331356,0,0,30.233294,0.325883,269.2
2026/7/11 16:11,0.331349,0,0,30.102179,0.325883,269.4
2026/7/11 16:11,0.331325,0,0,30.237814,0.325955,269.6
2026/7/11 16:11,0.331319,0,0,30.228773,0.325883,269.8
2026/7/11 16:11,0.331312,0,0,30.160955,0.325883,270
2026/7/11 16:11,0.331302,0,0,30.237814,0.325883,270.2
2026/7/11 16:11,0.331288,0,0,30.224251,0.325883,270.4
2026/7/11 16:11,0.331285,0,0,30.237814,0.325883,270.6
2026/7/11 16:11,0.331272,0,0,30.373451,0.325883,270.8
2026/7/11 16:11,0.331265,0,0,30.237814,0.325883,271
2026/7/11 16:11,0.331258,0,0,30.246857,0.325883,271.2
2026/7/11 16:11,0.331241,0,0,30.382494,0.326027,271.4
2026/7/11 16:11,0.331238,0,0,30.237814,0.326244,271.6
2026/7/11 16:11,0.331224,0,0,30.246857,0.326172,271.8
2026/7/11 16:11,0.331224,0,0,30.382494,0.325883,272
2026/7/11 16:11,0.331211,0,0,30.314674,0.325883,272.2
2026/7/11 16:11,0.331201,0,0,30.246857,0.325883,272.4
2026/7/11 16:11,0.331197,0,0,30.310154,0.325883,272.6
2026/7/11 16:11,0.331187,0,0,30.314674,0.325883,272.8
2026/7/11 16:11,0.331174,0,0,30.255899,0.325883,273
2026/7/11 16:11,0.33116,0,0,30.387014,0.325883,273.2
2026/7/11 16:11,0.331154,0,0,30.237814,0.326534,273.4
2026/7/11 16:11,0.331144,0,0,30.246857,0.325883,273.6
2026/7/11 16:11,0.33114,0,0,30.387014,0.325883,273.8
2026/7/11 16:11,0.331123,0,0,30.237814,0.325883,274
2026/7/11 16:11,0.331123,0,0,30.273987,0.325883,274.2
2026/7/11 16:11,0.33111,0,0,30.382494,0.325883,274.4
2026/7/11 16:11,0.3311,0,0,30.237814,0.325883,274.6
2026/7/11 16:11,0.331093,0,0,30.255899,0.325883,274.8
2026/7/11 16:11,0.331086,0,0,30.382494,0.325883,275
2026/7/11 16:11,0.331066,0,0,30.237814,0.325883,275.2
2026/7/11 16:11,0.331049,0,0,30.246857,0.325883,275.4
2026/7/11 16:11,0.331049,0,0,30.373451,0.325883,275.6
2026/7/11 16:11,0.331046,0,0,30.237814,0.325883,275.8
2026/7/11 16:11,0.331033,0,0,30.273987,0.325883,276
2026/7/11 16:11,0.331019,0,0,30.373451,0.325883,276.2
2026/7/11 16:11,0.331012,0,0,30.237814,0.327112,276.4
2026/7/11 16:11,0.331006,0,0,30.246857,0.325883,276.6
2026/7/11 16:11,0.330995,0,0,30.382494,0.325883,276.8
2026/7/11 16:11,0.330982,0,0,30.237814,0.325883,277
2026/7/11 16:11,0.330972,0,0,30.273987,0.325883,277.2
2026/7/11 16:11,0.330972,0,0,30.373451,0.325883,277.4
2026/7/11 16:11,0.330965,0,0,30.237814,0.325883,277.6
2026/7/11 16:11,0.330952,0,0,30.273987,0.325883,277.8
2026/7/11 16:11,0.330942,0,0,30.373451,0.325883,278
2026/7/11 16:11,0.330938,0,0,30.237814,0.325883,278.2
2026/7/11 16:11,0.330925,0,0,30.246857,0.325883,278.4
2026/7/11 16:11,0.330918,0,0,30.373451,0.325883,278.6
2026/7/11 16:11,0.330908,0,0,30.242336,0.325883,278.8
2026/7/11 16:11,0.330898,0,0,30.273987,0.325883,279
2026/7/11 16:11,0.330891,0,0,30.382494,0.325883,279.2
2026/7/11 16:11,0.330878,0,0,30.237814,0.325883,279.4
2026/7/11 16:11,0.330871,0,0,30.273987,0.325883,279.6
2026/7/11 16:11,0.330864,0,0,30.373451,0.325883,279.8
2026/7/11 16:11,0.330861,0,0,30.314674,0.325883,280
2026/7/11 16:11,0.330847,0,0,30.255899,0.325883,280.2
2026/7/11 16:11,0.330837,0,0,30.382494,0.325883,280.4
2026/7/11 16:11,0.330827,0,0,30.237814,0.325883,280.6
2026/7/11 16:11,0.330827,0,0,30.255899,0.325883,280.8
2026/7/11 16:11,0.33081,0,0,30.373451,0.325883,281
2026/7/11 16:11,0.330804,1,0,30.242336,0.325883,281.2
